,_id_x,ghi,ghi90,ghi10,ebh,dni,dni10,dni90,dhi,air_temp,zenith,azimuth,cloud_opacity,period_end,period_x,_id_y,period_y,pv_estimate
3112,5bc9ce8e5f627dd7206aa004,0,0,0,0,0,0,0,0,21,135,161,5,2018-10-19 13:00:00+00:00,PT30M,5bc9d57b5f627dd747e2b8e6,PT30M,0.0
3113,5bc9d5685f627dd7206aa006,0,0,0,0,0,0,0,0,20,136,171,5,2018-10-19 13:30:00+00:00,PT30M,5bc9e32f5f627dd747e2b8ea,PT30M,0.0
3114,5bc9e31f5f627dd7206aa00a,0,0,0,0,0,0,0,0,20,136,-178,5,2018-10-19 14:00:00+00:00,PT30M,5bc9ea105f627dd747e2b8ec,PT30M,0.0
3115,5bc9e9fe5f627dd7206aa00c,0,0,0,0,0,0,0,0,20,136,-168,5,2018-10-19 14:30:00+00:00,PT30M,5bc9f0f25f627dd747e2b8ee,PT30M,0.0
3116,5bc9f0e25f627dd7206aa00e,0,0,0,0,0,0,0,0,20,134,-157,6,2018-10-19 15:00:00+00:00,PT30M,5bc9f7cd5f627dd747e2b8f0,PT30M,0.0
3117,5bc9f7c45f627dd7206aa010,0,0,0,0,0,0,0,0,20,131,-148,27,2018-10-19 15:30:00+00:00,PT30M,5bc9fea95f627dd747e2b8f2,PT30M,0.0
3118,5bc9fe9f5f627dd7206aa012,0,0,0,0,0,0,0,0,20,127,-140,35,2018-10-19 16:00:00+00:00,PT30M,5bca05825f627dd747e2b8f4,PT30M,0.0
3119,5bca057b5f627dd7206aa014,0,0,0,0,0,0,0,0,19,123,-133,37,2018-10-19 16:30:00+00:00,PT30M,5bca0c5e5f627dd747e2b8f6,PT30M,0.0
3120,5bca0c645f627dd7206aa016,0,0,0,0,0,0,0,0,19,118,-126,29,2018-10-19 17:00:00+00:00,PT30M,5bca13365f627dd747e2b8f8,PT30M,0.0
3121,5bca133b5f627dd7206aa018,0,0,0,0,0,0,0,0,19,113,-120,15,2018-10-19 17:30:00+00:00,PT30M,5bca1a145f627dd747e2b8fa,PT30M,0.0
3122,5bca1a195f627dd7206aa01a,0,0,0,0,0,0,0,0,19,107,-115,27,2018-10-19 18:00:00+00:00,PT30M,5bca20f15f627dd747e2b8fc,PT30M,0.0
3123,5bca20f25f627dd7206aa01c,0,0,0,0,0,0,0,0,19,102,-110,7,2018-10-19 18:30:00+00:00,PT30M,5bca27d05f627dd747e2b8fe,PT30M,0.0
3124,5bca27cd5f627dd7206aa01e,2,2,2,0,2,2,4,1,19,96,-106,10,2018-10-19 19:00:00+00:00,PT30M,5bca2eab5f627dd747e2b900,PT30M,0.0
3125,5bca2eb35f627dd7206aa020,14,18,12,3,16,8,40,12,19,90,-101,26,2018-10-19 19:30:00+00:00,PT30M,5bca35865f627dd747e2b902,PT30M,4.61253037409669
3126,5bca358c5f627dd7206aa022,55,67,45,9,57,27,135,45,19,84,-97,29,2018-10-19 20:00:00+00:00,PT30M,5bca3c635f627dd747e2b904,PT30M,20.1127698389593
3127,5bca3c655f627dd7206aa024,170,171,164,110,488,468,493,59,20,77,-93,6,2018-10-19 20:30:00+00:00,PT30M,5bca433b5f627dd747e2b906,PT30M,80.3060530356891
3128,5bca433c5f627dd7206aa026,218,226,204,76,230,169,271,142,20,71,-89,21,2018-10-19 21:00:00+00:00,PT30M,5bca4a155f627dd747e2b908,PT30M,177.211541672015
3129,5bca4a145f627dd7206aa028,339,382,257,198,478,283,697,140,21,65,-85,11,2018-10-19 21:30:00+00:00,PT30M,5bca50ec5f627dd747e2b90a,PT30M,263.248352256702
3130,5bca50ec5f627dd7206aa02a,489,490,453,395,767,657,775,94,21,59,-80,3,2018-10-19 22:00:00+00:00,PT30M,5bca57c35f627dd747e2b90c,PT30M,324.33565792417
3131,5bca57c35f627dd7206aa02c,376,510,253,67,112,33,516,308,22,53,-75,36,2018-10-19 22:30:00+00:00,PT30M,5bca5e9a5f627dd747e2b90e,PT30M,264.141904474753
3132,5bca5e9a5f627dd7206aa02e,379,573,210,46,66,2,538,333,22,47,-69,44,2018-10-19 23:00:00+00:00,PT30M,5bca65725f627dd747e2b910,PT30M,340.757349499611
3133,5bca65725f627dd7206aa030,363,436,251,18,24,9,62,345,23,41,-62,51,2018-10-19 23:30:00+00:00,PT30M,5bca6c4a5f627dd747e2b912,PT30M,268.915620315118
3134,5bca6c4a5f627dd7206aa032,289,329,225,3,4,2,10,286,24,36,-54,64,2018-10-20 00:00:00+00:00,PT30M,5bca73215f627dd747e2b914,PT30M,220.27170882755
3135,5bca73215f627dd7206aa034,710,746,335,371,430,7,526,339,24,31,-44,18,2018-10-20 00:30:00+00:00,PT30M,5bca79f95f627dd747e2b916,PT30M,649.343661971739
3136,5bca79f85f627dd7206aa036,683,861,593,329,372,270,755,353,25,27,-30,25,2018-10-20 01:00:00+00:00,PT30M,5bca80d05f627dd747e2b918,PT30M,542.521332368401
3137,5bca80d05f627dd7206aa038,493,540,317,81,90,3,153,412,25,25,-15,47,2018-10-20 01:30:00+00:00,PT30M,5bca87a95f627dd747e2b91a,PT30M,381.626482329382
3138,5bca87a85f627dd7206aa03a,880,920,632,676,743,153,837,203,25,24,3,6,2018-10-20 02:00:00+00:00,PT30M,5bca8e805f627dd747e2b91c,PT30M,723.004225140391
3139,5bca8e7f5f627dd7206aa03c,890,920,804,714,794,620,863,176,25,26,21,3,2018-10-20 02:30:00+00:00,PT30M,5bca95575f627dd747e2b91e,PT30M,708.55812023191
3140,5bca9c2e5f627dd7206aa040,812,847,765,641,767,661,852,171,25,33,48,4,2018-10-20 03:30:00+00:00,PT30M,5bcaa3065f627dd747e2b922,PT30M,482.906696678002
3141,5bcaa3065f627dd7206aa042,388,550,250,17,22,3,175,370,24,38,57,51,2018-10-20 04:00:00+00:00,PT30M,5bcaa9de5f627dd747e2b924,PT30M,168.27536301021
3142,5bcaa9de5f627dd7206aa044,270,298,136,4,6,4,9,266,24,43,65,62,2018-10-20 04:30:00+00:00,PT30M,5bcab0b65f627dd747e2b926,PT30M,221.17568446786
3143,5bcab0b65f627dd7206aa046,438,487,204,113,175,3,287,324,23,49,71,30,2018-10-20 05:00:00+00:00,PT30M,5bcab78e5f627dd747e2b928,PT30M,421.431181871981
3144,5bcab78d5f627dd7206aa048,452,539,355,226,397,110,743,225,23,55,77,15,2018-10-20 05:30:00+00:00,PT30M,5bcabe655f627dd747e2b92a,PT30M,406.450428314658
3145,5bcabe655f627dd7206aa04a,396,437,354,242,490,367,686,152,23,61,82,10,2018-10-20 06:00:00+00:00,PT30M,5bcac53e5f627dd747e2b92c,PT30M,330.617363998286
3146,5bcac53c5f627dd7206aa04c,286,329,199,136,342,95,587,151,22,67,86,13,2018-10-20 06:30:00+00:00,PT30M,5bcacc155f627dd747e2b92e,PT30M,211.8640359914
3147,5bcacc145f627dd7206aa04e,177,201,151,47,164,71,307,129,22,73,91,20,2018-10-20 07:00:00+00:00,PT30M,5bcad2ec5f627dd747e2b930,PT30M,7.18656236335561
3148,5bcad2eb5f627dd7206aa050,24,33,11,3,16,5,79,24,22,79,95,78,2018-10-20 07:30:00+00:00,PT30M,5bcad9c55f627dd747e2b932,PT30M,9.18282968650995
3149,5bcad9c55f627dd7206aa052,20,23,13,1,6,2,10,19,22,86,99,48,2018-10-20 08:00:00+00:00,PT30M,5bcae09e5f627dd747e2b934,PT30M,8.592823102625
3150,5bcae09d5f627dd7206aa054,3,3,3,0,2,2,4,3,21,92,103,22,2018-10-20 08:30:00+00:00,PT30M,5bcaee4d5f627dd747e2b938,PT30M,0.0
3151,5bcaee4d5f627dd7206aa058,0,0,0,0,0,0,0,0,21,98,107,59,2018-10-20 09:00:00+00:00,PT30M,5bcaf5255f627dd747e2b93a,PT30M,0.0
3152,5bcaf5255f627dd7206aa05a,0,0,0,0,0,0,0,0,21,104,112,40,2018-10-20 09:30:00+00:00,PT30M,5bcafbfc5f627dd747e2b93c,PT30M,0.0
3153,5bcafbfc5f627dd7206aa05c,0,0,0,0,0,0,0,0,20,109,117,54,2018-10-20 10:00:00+00:00,PT30M,5bcb02d45f627dd747e2b93e,PT30M,0.0
3154,5bcb02d35f627dd7206aa05e,0,0,0,0,0,0,0,0,20,115,122,63,2018-10-20 10:30:00+00:00,PT30M,5bcb09b15f627dd747e2b940,PT30M,0.0
3155,5bcb09ac5f627dd7206aa060,0,0,0,0,0,0,0,0,20,120,128,63,2018-10-20 11:00:00+00:00,PT30M,5bcb10895f627dd747e2b942,PT30M,0.0
3156,5bcb10845f627dd7206aa062,0,0,0,0,0,0,0,0,19,124,135,57,2018-10-20 11:30:00+00:00,PT30M,5bcb17635f627dd747e2b944,PT30M,0.0
3157,5bcb175e5f627dd7206aa064,0,0,0,0,0,0,0,0,19,128,143,59,2018-10-20 12:00:00+00:00,PT30M,5bcb1e3c5f627dd747e2b946,PT30M,0.0
3158,5bcb1e385f627dd7206aa066,0,0,0,0,0,0,0,0,19,132,152,30,2018-10-20 12:30:00+00:00,PT30M,5bcb25165f627dd747e2b948,PT30M,0.0
3159,5bcb25115f627dd7206aa068,0,0,0,0,0,0,0,0,19,134,161,29,2018-10-20 13:00:00+00:00,PT30M,5bcb2bef5f627dd747e2b94a,PT30M,0.0
3160,5bcb2beb5f627dd7206aa06a,0,0,0,0,0,0,0,0,18,136,171,30,2018-10-20 13:30:00+00:00,PT30M,5bcb32c85f627dd747e2b94c,PT30M,0.0
3161,5bcb32c35f627dd7206aa06c,0,0,0,0,0,0,0,0,18,136,-178,31,2018-10-20 14:00:00+00:00,PT30M,5bcb39a05f627dd747e2b94e,PT30M,0.0
3162,5bcb399b5f627dd7206aa06e,0,0,0,0,0,0,0,0,18,135,-168,29,2018-10-20 14:30:00+00:00,PT30M,5bcb40785f627dd747e2b950,PT30M,0.0
3163,5bcb40725f627dd7206aa070,0,0,0,0,0,0,0,0,18,133,-158,29,2018-10-20 15:00:00+00:00,PT30M,5bcb474f5f627dd747e2b952,PT30M,0.0
3164,5bcb474a5f627dd7206aa072,0,0,0,0,0,0,0,0,18,131,-148,23,2018-10-20 15:30:00+00:00,PT30M,5bcb4e265f627dd747e2b954,PT30M,0.0
3165,5bcb4e225f627dd7206aa074,0,0,0,0,0,0,0,0,18,127,-140,43,2018-10-20 16:00:00+00:00,PT30M,5bcb54fd5f627dd747e2b956,PT30M,0.0
3166,5bcb54fa5f627dd7206aa076,0,0,0,0,0,0,0,0,18,123,-133,41,2018-10-20 16:30:00+00:00,PT30M,5bcb5bd45f627dd747e2b958,PT30M,0.0
3167,5bcb5bd25f627dd7206aa078,0,0,0,0,0,0,0,0,18,118,-126,48,2018-10-20 17:00:00+00:00,PT30M,5bcb62ab5f627dd747e2b95a,PT30M,0.0
3168,5bcb62a95f627dd7206aa07a,0,0,0,0,0,0,0,0,18,113,-120,46,2018-10-20 17:30:00+00:00,PT30M,5bcb69825f627dd747e2b95c,PT30M,0.0
3169,5bcb69815f627dd7206aa07c,0,0,0,0,0,0,0,0,18,107,-115,40,2018-10-20 18:00:00+00:00,PT30M,5bcb70595f627dd747e2b95e,PT30M,0.0
3170,5bcb70595f627dd7206aa07e,0,0,0,0,0,0,0,0,18,101,-110,42,2018-10-20 18:30:00+00:00,PT30M,5bcb77305f627dd747e2b960,PT30M,0.0
3171,5bcb77315f627dd7206aa080,1,1,1,0,0,0,0,1,18,96,-106,51,2018-10-20 19:00:00+00:00,PT30M,5bcb7e095f627dd747e2b962,PT30M,0.0
3172,5bcb7e085f627dd7206aa082,11,12,10,0,2,2,4,11,18,89,-102,45,2018-10-20 19:30:00+00:00,PT30M,5bcb84e05f627dd747e2b964,PT30M,3.75483862235952
3173,5bcb84e05f627dd7206aa084,32,44,27,1,4,2,33,32,18,83,-98,60,2018-10-20 20:00:00+00:00,PT30M,5bcb8bb75f627dd747e2b966,PT30M,20.8124761898068
3174,5bcb8bb75f627dd7206aa086,138,168,107,44,194,56,447,95,18,77,-93,19,2018-10-20 20:30:00+00:00,PT30M,5bcb928f5f627dd747e2b968,PT30M,12.9333330325717
3175,5bcb928e5f627dd7206aa088,62,116,19,9,1,12,19,62,17,71,-89,77,2018-10-20 21:00:00+00:00,PT30M,5bcb99665f627dd747e2b96a,PT30M,10.5511579224146
3176,5bcb99665f627dd7206aa08a,64,168,5,8,1,9,12,64,17,65,-85,82,2018-10-20 21:30:00+00:00,PT30M,5bcba03e5f627dd747e2b96c,PT30M,48.4499440938972
3177,5bcba03d5f627dd7206aa08c,118,218,28,1,2,4,34,117,17,59,-80,76,2018-10-20 22:00:00+00:00,PT30M,5bcba7165f627dd747e2b96e,PT30M,55.4005746984038
3178,5bcba7165f627dd7206aa08e,211,407,97,3,5,2,158,208,17,52,-75,64,2018-10-20 22:30:00+00:00,PT30M,5bcbadee5f627dd747e2b970,PT30M,252.597084640812
3179,5bcbaded5f627dd7206aa090,275,404,202,5,8,2,73,269,17,47,-70,59,2018-10-20 23:00:00+00:00,PT30M,5bcbb4c55f627dd747e2b972,PT30M,243.554563835568
3180,5bcbb4c55f627dd7206aa092,318,355,287,7,10,6,17,311,17,41,-63,57,2018-10-20 23:30:00+00:00,PT30M,5bcbbb9e5f627dd747e2b974,PT30M,257.847725088362
3181,5bcbbb9e5f627dd7206aa094,369,434,314,11,14,6,33,358,17,36,-54,55,2018-10-21 00:00:00+00:00,PT30M,5bcbc2765f627dd747e2b976,PT30M,387.873583727833
3182,5bcbc2755f627dd7206aa096,536,597,398,72,85,16,164,463,17,31,-44,38,2018-10-21 00:30:00+00:00,PT30M,5bcbc94d5f627dd747e2b978,PT30M,385.932579410626
3183,5bcbc94d5f627dd7206aa098,555,635,495,73,82,41,194,482,17,27,-31,38,2018-10-21 01:00:00+00:00,PT30M,5bcbd0265f627dd747e2b97a,PT30M,485.84482220873
3184,5bcbd0255f627dd7206aa09a,608,675,562,113,125,79,238,495,17,25,-15,34,2018-10-21 01:30:00+00:00,PT30M,5bcbd6fd5f627dd747e2b97c,PT30M,534.353466927117
3185,5bcbd6fd5f627dd7206aa09c,723,781,595,304,332,110,486,419,17,24,3,22,2018-10-21 02:00:00+00:00,PT30M,5bcbddda5f627dd747e2b97e,PT30M,642.572287567157
3186,5bcbddd95f627dd7206aa09e,825,915,691,568,628,296,843,257,17,25,21,10,2018-10-21 02:30:00+00:00,PT30M,5bcbe4b15f627dd747e2b980,PT30M,333.597056569941
3187,5bcbe4b15f627dd7206aa0a0,94,155,42,6,7,1,51,94,18,28,36,89,2018-10-21 03:00:00+00:00,PT30M,5bcbf26a5f627dd747e2b984,PT30M,713.163760911028
3188,5bcbf26a5f627dd7206aa0a4,712,766,578,396,468,233,622,316,17,32,48,16,2018-10-21 03:30:00+00:00,PT30M,5bcbf9415f627dd747e2b986,PT30M,572.468954967974
3189,5bcbf9415f627dd7206aa0a6,552,638,517,160,199,165,382,392,17,37,58,30,2018-10-21 04:00:00+00:00,PT30M,5bcc001a5f627dd747e2b988,PT30M,533.75026841234
3190,5bcc001a5f627dd7206aa0a8,627,651,577,383,526,362,602,243,17,43,65,13,2018-10-21 04:30:00+00:00,PT30M,5bcc06f25f627dd747e2b98a,PT30M,473.981958795132
3191,5bcc06f15f627dd7206aa0aa,558,582,526,340,521,401,605,218,17,49,72,12,2018-10-21 05:00:00+00:00,PT30M,5bcc0dd55f627dd747e2b98c,PT30M,412.619994516061
3192,5bcc0dd15f627dd7206aa0ac,343,375,316,50,88,51,168,293,17,55,77,36,2018-10-21 05:30:00+00:00,PT30M,5bcc14ae5f627dd747e2b98e,PT30M,257.22421991568
3193,5bcc14ad5f627dd7206aa0ae,440,442,426,333,688,641,701,105,17,61,82,1,2018-10-21 06:00:00+00:00,PT30M,5bcc1b895f627dd747e2b990,PT30M,301.584681632632
3194,5bcc1b885f627dd7206aa0b0,178,182,170,10,25,21,28,168,17,67,87,46,2018-10-21 06:30:00+00:00,PT30M,5bcc226b5f627dd747e2b992,PT30M,173.7806568222
3195,5bcc226a5f627dd7206aa0b2,151,156,141,18,64,50,81,132,17,73,91,33,2018-10-21 07:00:00+00:00,PT30M,5bcc29495f627dd747e2b994,PT30M,116.53087835389
3196,5bcc29495f627dd7206aa0b4,111,118,106,33,169,139,234,77,17,79,95,12,2018-10-21 07:30:00+00:00,PT30M,5bcc30255f627dd747e2b996,PT30M,62.3062288539014
3197,5bcc30245f627dd7206aa0b6,36,37,35,5,34,32,38,31,17,85,99,22,2018-10-21 08:00:00+00:00,PT30M,5bcc37035f627dd747e2b998,PT30M,13.2179413001275
3198,5bcc37015f627dd7206aa0b8,4,4,4,1,8,8,8,3,17,92,103,51,2018-10-21 08:30:00+00:00,PT30M,5bcc3deb5f627dd747e2b99a,PT30M,0.0
3199,5bcc3ddb5f627dd7206aa0ba,0,0,0,0,0,0,0,0,17,98,108,51,2018-10-21 09:00:00+00:00,PT30M,5bcc44cf5f627dd747e2b99c,PT30M,0.0
3200,5bcc44b85f627dd7206aa0bc,0,0,0,0,0,0,0,0,17,103,112,51,2018-10-21 09:30:00+00:00,PT30M,5bcc4ba85f627dd747e2b99e,PT30M,0.0
3201,5bcc4b945f627dd7206aa0be,0,0,0,0,0,0,0,0,17,109,117,49,2018-10-21 10:00:00+00:00,PT30M,5bcc528f5f627dd747e2b9a0,PT30M,0.0
3202,5bcc52775f627dd7206aa0c0,0,0,0,0,0,0,0,0,17,114,123,46,2018-10-21 10:30:00+00:00,PT30M,5bcc59715f627dd747e2b9a2,PT30M,0.0
3203,5bcc59515f627dd7206aa0c2,0,0,0,0,0,0,0,0,17,119,129,44,2018-10-21 11:00:00+00:00,PT30M,5bcc604a5f627dd747e2b9a4,PT30M,0.0
3204,5bcc602b5f627dd7206aa0c4,0,0,0,0,0,0,0,0,17,124,136,42,2018-10-21 11:30:00+00:00,PT30M,5bcc67265f627dd747e2b9a6,PT30M,0.0
3205,5bcc670a5f627dd7206aa0c6,0,0,0,0,0,0,0,0,17,128,143,40,2018-10-21 12:00:00+00:00,PT30M,5bcc6e015f627dd747e2b9a8,PT30M,0.0
3206,5bcc6de45f627dd7206aa0c8,0,0,0,0,0,0,0,0,16,131,152,38,2018-10-21 12:30:00+00:00,PT30M,5bcc74dc5f627dd747e2b9aa,PT30M,0.0
3207,5bcc74be5f627dd7206aa0ca,0,0,0,0,0,0,0,0,16,134,161,36,2018-10-21 13:00:00+00:00,PT30M,5bcc7bb65f627dd747e2b9ac,PT30M,0.0
3208,5bcc7b9d5f627dd7206aa0cc,0,0,0,0,0,0,0,0,16,135,171,34,2018-10-21 13:30:00+00:00,PT30M,5bcc828e5f627dd747e2b9ae,PT30M,0.0
3209,5bcc827b5f627dd7206aa0ce,0,0,0,0,0,0,0,0,16,136,-178,32,2018-10-21 14:00:00+00:00,PT30M,5bcc89765f627dd747e2b9b0,PT30M,0.0
3210,5bcc89575f627dd7206aa0d0,0,0,0,0,0,0,0,0,16,135,-168,31,2018-10-21 14:30:00+00:00,PT30M,5bcc90505f627dd747e2b9b2,PT30M,0.0
3211,5bcc90325f627dd7206aa0d2,0,0,0,0,0,0,0,0,16,133,-158,30,2018-10-21 15:00:00+00:00,PT30M,5bcc97275f627dd747e2b9b4,PT30M,0.0
3212,5bcc97095f627dd7206aa0d4,0,0,0,0,0,0,0,0,16,130,-149,30,2018-10-21 15:30:00+00:00,PT30M,5bcc9dfe5f627dd747e2b9b6,PT30M,0.0
3213,5bcc9de15f627dd7206aa0d6,0,0,0,0,0,0,0,0,16,127,-140,29,2018-10-21 16:00:00+00:00,PT30M,5bcca4d55f627dd747e2b9b8,PT30M,0.0
3214,5bcca4b95f627dd7206aa0d8,0,0,0,0,0,0,0,0,16,122,-133,29,2018-10-21 16:30:00+00:00,PT30M,5bccabad5f627dd747e2b9ba,PT30M,0.0
3215,5bccab915f627dd7206aa0da,0,0,0,0,0,0,0,0,16,118,-127,28,2018-10-21 17:00:00+00:00,PT30M,5bccb2845f627dd747e2b9bc,PT30M,0.0
3216,5bccb2685f627dd7206aa0dc,0,0,0,0,0,0,0,0,16,112,-121,27,2018-10-21 17:30:00+00:00,PT30M,5bccb95c5f627dd747e2b9be,PT30M,0.0
3217,5bccb9405f627dd7206aa0de,0,0,0,0,0,0,0,0,16,107,-116,27,2018-10-21 18:00:00+00:00,PT30M,5bccc0335f627dd747e2b9c0,PT30M,0.0
3218,5bccc0195f627dd7206aa0e0,0,0,0,0,0,0,0,0,16,101,-111,26,2018-10-21 18:30:00+00:00,PT30M,5bccc70a5f627dd747e2b9c2,PT30M,0.0
3219,5bccc6f05f627dd7206aa0e2,2,2,2,1,4,4,4,2,16,95,-106,24,2018-10-21 19:00:00+00:00,PT30M,5bcccde15f627dd747e2b9c4,PT30M,0.0
3220,5bcccdc75f627dd7206aa0e4,22,22,21,10,59,55,59,12,16,89,-102,22,2018-10-21 19:30:00+00:00,PT30M,5bccd4b85f627dd747e2b9c6,PT30M,4.40855865760451
3221,5bccd49f5f627dd7206aa0e6,85,85,81,48,284,269,284,37,16,83,-98,20,2018-10-21 20:00:00+00:00,PT30M,5bccdb8f5f627dd747e2b9c8,PT30M,19.7077322840965
3222,5bccdb765f627dd7206aa0e8,101,111,90,7,32,19,55,93,16,77,-94,43,2018-10-21 20:30:00+00:00,PT30M,5bcce2665f627dd747e2b9ca,PT30M,84.5516341103395
3223,5bcce24e5f627dd7206aa0ea,192,211,168,33,103,51,172,157,17,71,-90,32,2018-10-21 21:00:00+00:00,PT30M,5bcce93d5f627dd747e2b9cc,PT30M,158.025089966547
3224,5bcce9265f627dd7206aa0ec,300,330,281,101,230,168,371,198,17,64,-85,24,2018-10-21 21:30:00+00:00,PT30M,5bccf0135f627dd747e2b9ce,PT30M,283.820907740367
3225,5bcceffd5f627dd7206aa0ee,485,490,461,373,705,642,725,111,17,58,-81,2,2018-10-21 22:00:00+00:00,PT30M,5bccf6eb5f627dd747e2b9d0,PT30M,256.200888540115
3226,5bccfdad5f627dd7206aa0f2,361,417,345,44,73,57,208,316,18,52,-76,39,2018-10-21 22:30:00+00:00,PT30M,5bcd04995f627dd747e2b9d4,PT30M,270.925743302439
3227,5bcd04845f627dd7206aa0f4,412,455,394,49,71,60,140,362,19,46,-70,40,2018-10-21 23:00:00+00:00,PT30M,5bcd0b6f5f627dd747e2b9d6,PT30M,330.256507114598
3228,5bcd0b5b5f627dd7206aa0f6,428,529,414,36,48,42,231,391,19,41,-63,43,2018-10-21 23:30:00+00:00,PT30M,5bcd12485f627dd747e2b9d8,PT30M,360.532232668389
3229,5bcd12375f627dd7206aa0f8,433,493,360,32,39,13,111,401,20,35,-55,47,2018-10-22 00:00:00+00:00,PT30M,5bcd19275f627dd747e2b9da,PT30M,459.606512198842
3230,5bcd190e5f627dd7206aa0fa,728,782,610,398,460,256,612,330,21,30,-44,17,2018-10-22 00:30:00+00:00,PT30M,5bcd1fff5f627dd747e2b9dc,PT30M,582.285293670001
3231,5bcd1fe65f627dd7206aa0fc,829,865,718,586,658,415,751,242,21,27,-31,10,2018-10-22 01:00:00+00:00,PT30M,5bcd26d65f627dd747e2b9de,PT30M,667.957323239359
3232,5bcd26be5f627dd7206aa0fe,799,870,703,487,534,316,716,312,22,24,-15,14,2018-10-22 01:30:00+00:00,PT30M,5bcd2dae5f627dd747e2b9e0,PT30M,690.36816334309
3233,5bcd2d965f627dd7206aa100,798,861,723,471,515,353,685,326,20,24,3,15,2018-10-22 02:00:00+00:00,PT30M,5bcd34865f627dd747e2b9e2,PT30M,707.537932636808
3234,5bcd346d5f627dd7206aa102,829,925,652,560,619,323,857,269,20,25,21,10,2018-10-22 02:30:00+00:00,PT30M,5bcd3b5e5f627dd747e2b9e4,PT30M,717.848466644733
3235,5bcd3b455f627dd7206aa104,865,887,795,685,779,599,830,179,21,28,36,4,2018-10-22 03:00:00+00:00,PT30M,5bcd42355f627dd747e2b9e6,PT30M,708.782915859791
3236,5bcd421d5f627dd7206aa106,862,862,832,726,859,824,859,136,21,32,49,0,2018-10-22 03:30:00+00:00,PT30M,5bcd490c5f627dd747e2b9e8,PT30M,688.057115784871
3237,5bcd48f55f627dd7206aa108,804,804,777,674,847,819,847,129,21,37,58,0,2018-10-22 04:00:00+00:00,PT30M,5bcd4fe55f627dd747e2b9ea,PT30M,644.44630941707
3238,5bcd4fd25f627dd7206aa10a,732,732,707,607,831,803,831,125,21,43,66,0,2018-10-22 04:30:00+00:00,PT30M,5bcd56bd5f627dd747e2b9ec,PT30M,587.623167197214
3239,5bcd56a95f627dd7206aa10c,648,648,616,530,797,757,797,118,21,48,72,0,2018-10-22 05:00:00+00:00,PT30M,5bcd5d945f627dd747e2b9ee,PT30M,519.27478311967
3240,5bcd5d815f627dd7206aa10e,552,552,526,444,762,723,762,109,20,54,78,2,2018-10-22 05:30:00+00:00,PT30M,5bcd646a5f627dd747e2b9f0,PT30M,439.479678077411
3241,5bcd64595f627dd7206aa110,451,451,429,352,726,689,726,98,20,61,83,5,2018-10-22 06:00:00+00:00,PT30M,5bcd6b425f627dd747e2b9f2,PT30M,295.239618431591
3242,5bcd6b315f627dd7206aa112,344,344,327,253,648,615,648,90,20,67,87,8,2018-10-22 06:30:00+00:00,PT30M,5bcd72195f627dd747e2b9f4,PT30M,257.109377840351
3243,5bcd72095f627dd7206aa114,234,234,223,154,524,498,524,81,20,73,91,9,2018-10-22 07:00:00+00:00,PT30M,5bcd78f05f627dd747e2b9f6,PT30M,161.154485381941
3244,5bcd78e05f627dd7206aa116,132,132,126,69,347,329,347,63,20,79,95,8,2018-10-22 07:30:00+00:00,PT30M,5bcd7fc75f627dd747e2b9f8,PT30M,72.3031118062575
3245,5bcd7fb85f627dd7206aa118,49,49,45,18,112,108,112,29,19,85,100,6,2018-10-22 08:00:00+00:00,PT30M,5bcd869e5f627dd747e2b9fa,PT30M,11.8301330358506
3246,5bcd868f5f627dd7206aa11a,4,4,4,1,8,8,8,3,19,91,104,2,2018-10-22 08:30:00+00:00,PT30M,5bcd8d755f627dd747e2b9fc,PT30M,1.22449801647021
3247,5bcd8d685f627dd7206aa11c,0,0,0,0,0,0,0,0,19,97,108,31,2018-10-22 09:00:00+00:00,PT30M,5bcd944c5f627dd747e2b9fe,PT30M,0.0
3248,5bcd94415f627dd7206aa11e,0,0,0,0,0,0,0,0,19,103,113,0,2018-10-22 09:30:00+00:00,PT30M,5bcd9b235f627dd747e2ba00,PT30M,0.0
3249,5bcd9b1a5f627dd7206aa120,0,0,0,0,0,0,0,0,19,109,118,0,2018-10-22 10:00:00+00:00,PT30M,5bcda1fb5f627dd747e2ba02,PT30M,0.0
3250,5bcda1f25f627dd7206aa122,0,0,0,0,0,0,0,0,19,114,123,0,2018-10-22 10:30:00+00:00,PT30M,5bcda8d25f627dd747e2ba04,PT30M,0.0
3251,5bcda8ca5f627dd7206aa124,0,0,0,0,0,0,0,0,19,119,129,0,2018-10-22 11:00:00+00:00,PT30M,5bcdafa95f627dd747e2ba06,PT30M,0.0
3252,5bcdafa35f627dd7206aa126,0,0,0,0,0,0,0,0,19,124,136,0,2018-10-22 11:30:00+00:00,PT30M,5bcdb6825f627dd747e2ba08,PT30M,0.0
3253,5bcdb67c5f627dd7206aa128,0,0,0,0,0,0,0,0,19,128,143,0,2018-10-22 12:00:00+00:00,PT30M,5bcdbd5a5f627dd747e2ba0a,PT30M,0.0
3254,5bcdbd565f627dd7206aa12a,0,0,0,0,0,0,0,0,19,131,152,0,2018-10-22 12:30:00+00:00,PT30M,5bcdc4315f627dd747e2ba0c,PT30M,0.0
3255,5bcdc42f5f627dd7206aa12c,0,0,0,0,0,0,0,0,19,134,161,0,2018-10-22 13:00:00+00:00,PT30M,5bcdcb085f627dd747e2ba0e,PT30M,0.0
